var	rel.inf
age	17.897114545263705
education_level	14.504287909456817
had_covid	11.696656737702328
income	4.855479081982663
difficulty_with_expenses	3.7701384857663185
eating_indoors_restaurants	3.5090522242001705
anxious	3.1199669754949655
work_from_home	2.8778218908712367
building_type	2.8230463206344543
race	2.562465703126479
